Customer_Id	Address_Type	State	City	Street
1154	Home	California, USA	Long Beach	Highland Drive
1155	Home	California, USA	Long Beach	Orchard Avenue
1156	Home	California, USA	Fresno	Laurel Drive
1157	Home	California, USA	BakersField	Grand Avenue
1158	Home	California, USA	Fresno	Front Street North
1159	Home	California, USA	Fresno	Pleasant Street
1160	Home	California, USA	Oakland	Cedar Lane
1161	Home	California, USA	San Jose	Broad Street
1162	Home	California, USA	Long Beach	Garfield Avenue
1163	Home	California, USA	Oakland	Main Street
1164	Home	California, USA	Long Beach	Cedar Lane
1165	Home	California, USA	Fresno	Arlington Avenue
1166	Home	California, USA	Sacremento	Olive Street
1167	Home	California, USA	Long Beach	Orchard Avenue
1168	Home	California, USA	San Diego	Williams Street
1169	Home	California, USA	Los Angeles	Hanover Court
1170	Home	California, USA	BakersField	Arlington Avenue
1171	Home	California, USA	Los Angeles	White Street
1172	Home	California, USA	Anaheim	Clay Street
1173	Home	California, USA	Long Beach	Olive Street
1174	Home	California, USA	Anaheim	Pleasant Street
1175	Home	California, USA	Los Angeles	Olive Street
1176	Home	California, USA	San Francisco	Orchard Avenue
1177	Home	California, USA	Sacremento	Orchard Avenue
1178	Home	California, USA	BakersField	John Street
1179	Home	California, USA	San Francisco	Cottage Street
1180	Home	California, USA	San Francisco	River Street
1181	Home	California, USA	San Diego	Heather Lane
1182	Home	California, USA	Oakland	Garfield Avenue
1183	Home	California, USA	Fresno	Monroe Street
1184	Home	California, USA	Long Beach	Rose Street
1185	Home	California, USA	San Diego	Willow Avenue
1186	Home	California, USA	Oakland	Essex Court
1187	Home	California, USA	Long Beach	Jefferson Avenue
1188	Home	California, USA	Sacremento	Court Street
1189	Home	California, USA	BakersField	Forest Street
1190	Home	California, USA	Sacremento	Maiden Lane
1191	Home	California, USA	BakersField	Pleasant Street
1192	Home	California, USA	Los Angeles	Broad Street
1193	Home	California, USA	Los Angeles	Atlantic Avenue
1194	Home	California, USA	Los Angeles	Pleasant Street
1195	Home	California, USA	Oakland	Williams Street
1196	Home	California, USA	San Diego	Cedar Lane
1197	Home	California, USA	San Jose	Woodland Drive
1198	Home	California, USA	Oakland	Laurel Drive
1199	Home	California, USA	Long Beach	Olive Street
1200	Home	California, USA	Long Beach	Jefferson Avenue
1201	Home	California, USA	Fresno	Monroe Street
1202	Home	California, USA	BakersField	Warren Avenue
1203	Home	California, USA	Fresno	Hanover Court
1204	Home	California, USA	Fresno	Essex Court
1205	Home	California, USA	Oakland	King Street
1206	Home	California, USA	San Jose	Hanover Court
1207	Home	California, USA	Long Beach	Monroe Street
1208	Home	California, USA	Oakland	Willow Avenue
1209	Home	California, USA	Long Beach	Charles Street
1210	Home	California, USA	Fresno	Country Club Road
1211	Home	California, USA	Sacremento	King Street
1212	Home	California, USA	Long Beach	Broad Street
1213	Home	California, USA	San Diego	Warren Avenue
1214	Home	California, USA	Sacremento	Ann Street
1215	Home	California, USA	BakersField	Garfield Avenue
1216	Home	California, USA	Los Angeles	Main Street
1217	Home	California, USA	Los Angeles	John Street
1218	Home	California, USA	Los Angeles	Atlantic Avenue
1219	Home	California, USA	Oakland	Highland Drive
1220	Home	California, USA	San Diego	Olive Street
1221	Home	California, USA	San Jose	Laurel Drive
1222	Home	California, USA	Oakland	Willow Avenue
1223	Home	California, USA	Long Beach	Devon Court
1224	Home	California, USA	Long Beach	Devon Court
1225	Home	California, USA	Fresno	Crescent Street
1226	Home	California, USA	BakersField	Briarwood Drive
1227	Home	California, USA	Fresno	John Street
1228	Home	California, USA	Fresno	Country Club Road
1229	Home	California, USA	Oakland	Court Street
1230	Home	California, USA	San Jose	Williams Street
1231	Home	California, USA	Long Beach	Summit Avenue
1232	Home	California, USA	Oakland	King Street
1233	Home	California, USA	Long Beach	Cedar Lane
1234	Home	California, USA	Fresno	Clay Street
1235	Home	California, USA	Sacremento	Summit Avenue
1236	Home	California, USA	Long Beach	Cedar Avenue
1237	Home	California, USA	San Diego	Jefferson Avenue
1238	Home	California, USA	Los Angeles	Franklin Avenue
1239	Home	California, USA	San Francisco	White Street
1240	Home	California, USA	Sacremento	Franklin Avenue
1241	Home	California, USA	BakersField	Port Street
1242	Home	California, USA	San Francisco	Laurel Drive
1243	Home	California, USA	San Francisco	Summit Avenue
1244	Home	California, USA	San Diego	Country Club Road
1245	Home	California, USA	Oakland	Windsor Drive
1246	Home	California, USA	Fresno	Front Street North
1247	Home	California, USA	Long Beach	Franklin Court
1248	Home	California, USA	San Diego	Williams Street
1249	Home	California, USA	Oakland	River Street
1250	Home	California, USA	Long Beach	Andover Court
1251	Home	California, USA	Sacremento	Rose Street
1252	Home	California, USA	BakersField	Laurel Drive
1253	Home	California, USA	Sacremento	Summit Avenue
1254	Home	California, USA	BakersField	Briarwood Drive
1255	Home	California, USA	Los Angeles	Orchard Avenue
1256	Home	California, USA	Los Angeles	Broad Street
1257	Home	California, USA	Los Angeles	Madison Avenue
1258	Home	California, USA	Oakland	Briarwood Drive
1259	Home	California, USA	San Diego	Summit Avenue
1260	Home	California, USA	San Jose	Grand Avenue
1261	Home	California, USA	Oakland	Pleasant Street
1262	Home	California, USA	Long Beach	Charles Street
1263	Home	California, USA	Long Beach	Woodland Drive
1264	Home	California, USA	Fresno	Summit Avenue
1265	Home	California, USA	BakersField	Summit Avenue
1266	Home	California, USA	Fresno	Madison Avenue
1267	Home	California, USA	Fresno	Maiden Lane
1268	Home	California, USA	Oakland	Linden Avenue
1269	Home	California, USA	San Jose	Ann Street
1270	Home	California, USA	Long Beach	Grand Avenue
1271	Home	California, USA	Oakland	Highland Drive
1272	Home	California, USA	Long Beach	Linden Avenue
1273	Home	California, USA	Fresno	Willow Avenue
1274	Home	California, USA	Sacremento	Broad Street
1275	Home	California, USA	Long Beach	Court Street
1276	Home	California, USA	San Diego	Windsor Drive
1277	Home	California, USA	Los Angeles	Court Street
1278	Home	California, USA	BakersField	Cottage Street
1279	Home	California, USA	Los Angeles	Summit Avenue
1280	Home	California, USA	Anaheim	Willow Avenue
1281	Home	California, USA	Long Beach	John Street
1282	Home	California, USA	Anaheim	Broad Street
1283	Home	California, USA	Los Angeles	Madison Avenue
1284	Home	California, USA	San Francisco	River Street
1285	Home	California, USA	Sacremento	Pleasant Street
1286	Home	California, USA	BakersField	Summit Avenue
1287	Home	California, USA	San Francisco	Forest Street
1288	Home	California, USA	San Francisco	River Street
1289	Home	California, USA	San Diego	Rose Street
1290	Home	California, USA	Oakland	Arlington Avenue
1291	Home	California, USA	Fresno	Woodland Drive
1292	Home	California, USA	Long Beach	Warren Avenue
1293	Home	California, USA	San Diego	Charles Street
1294	Home	California, USA	Oakland	Willow Avenue
1295	Home	California, USA	Long Beach	Forest Street
1296	Home	California, USA	Sacremento	Main Street
1297	Home	California, USA	BakersField	Atlantic Avenue
1298	Home	California, USA	Sacremento	Jefferson Avenue
1299	Home	California, USA	BakersField	Forest Street
1300	Home	California, USA	Los Angeles	Broad Street
1301	Home	California, USA	Los Angeles	White Street
1302	Home	California, USA	Los Angeles	Forest Street
1303	Home	California, USA	Oakland	Willow Avenue
1304	Home	California, USA	San Diego	Madison Avenue
1305	Home	California, USA	San Jose	Franklin Avenue
1306	Home	California, USA	Oakland	White Street
1307	Home	California, USA	Long Beach	Arlington Avenue
1308	Home	California, USA	Long Beach	Cedar Lane
1309	Home	California, USA	Fresno	Willow Avenue
1310	Home	California, USA	BakersField	Cedar Avenue
1311	Home	California, USA	Fresno	Orchard Avenue
1312	Home	California, USA	Fresno	Monroe Street
1313	Home	California, USA	Oakland	Charles Street
1314	Home	California, USA	San Jose	Franklin Court
1315	Home	California, USA	Long Beach	Forest Street
1316	Home	California, USA	Oakland	Rose Street
1317	Home	California, USA	Long Beach	Laurel Drive
1318	Home	California, USA	Fresno	Port Street
1319	Home	California, USA	Sacremento	King Street
1320	Home	California, USA	Long Beach	Olive Street
1321	Home	California, USA	San Diego	Forest Street
1322	Home	California, USA	San Jose	Highland Drive
1323	Home	California, USA	Fresno	John Street
1324	Home	California, USA	Oakland	Grand Avenue
1325	Home	California, USA	BakersField	Cedar Avenue
1326	Home	California, USA	Los Angeles	Monroe Street
1327	Home	California, USA	San Diego	Willow Avenue
1328	Home	California, USA	Los Angeles	Warren Avenue
1329	Home	California, USA	Los Angeles	Woodland Drive
1330	Home	California, USA	Sacremento	Fairway Drive
1331	Home	California, USA	Long Beach	Olive Street
1332	Home	California, USA	Long Beach	John Street
1333	Home	California, USA	San Diego	Cottage Street
1334	Home	California, USA	BakersField	Crescent Street
1335	Home	California, USA	Los Angeles	Madison Avenue
1336	Home	California, USA	BakersField	Grand Avenue
1337	Home	California, USA	Los Angeles	Court Street
1338	Home	California, USA	Anaheim	River Street
1339	Home	California, USA	Long Beach	Maiden Lane
1340	Home	California, USA	Anaheim	River Street
1341	Home	California, USA	Los Angeles	Atlantic Avenue
1342	Home	California, USA	San Francisco	Atlantic Avenue
1343	Home	California, USA	Sacremento	Crescent Street
1344	Home	California, USA	BakersField	Briarwood Drive
1345	Home	California, USA	San Francisco	Rose Street
1346	Home	California, USA	San Francisco	Broad Street
1347	Home	California, USA	San Diego	Cedar Lane
1348	Home	California, USA	Oakland	Warren Avenue
1349	Home	California, USA	Fresno	Fairway Drive
1350	Home	California, USA	Long Beach	Franklin Court
1351	Home	California, USA	San Diego	Franklin Court
1352	Home	California, USA	Oakland	Crescent Street
1353	Home	California, USA	Long Beach	Heather Lane
1354	Home	California, USA	Sacremento	Heather Lane
1355	Home	California, USA	BakersField	Charles Street
1356	Home	California, USA	San Diego	Madison Avenue
1357	Home	California, USA	Los Angeles	Warren Avenue
1358	Home	California, USA	BakersField	Rose Street
1359	Home	California, USA	Los Angeles	Essex Court
1360	Home	California, USA	Anaheim	Clay Street
1361	Home	California, USA	Long Beach	Willow Avenue
1362	Home	California, USA	Anaheim	Franklin Avenue
1363	Home	California, USA	Los Angeles	Atlantic Avenue
1364	Home	California, USA	San Francisco	Cedar Avenue
1365	Home	California, USA	Sacremento	White Street
1366	Home	California, USA	BakersField	Arlington Avenue
1367	Home	California, USA	San Francisco	Williams Street
1368	Home	California, USA	San Francisco	Monroe Street
1369	Home	California, USA	San Diego	Warren Avenue
1370	Home	California, USA	Oakland	Willow Avenue
1371	Home	California, USA	Fresno	Linden Avenue
1372	Home	California, USA	Long Beach	Madison Avenue
1373	Home	California, USA	San Diego	Crescent Street
1374	Home	California, USA	Oakland	Franklin Avenue
1375	Home	California, USA	Long Beach	Franklin Avenue
1376	Home	California, USA	Sacremento	Madison Avenue
1377	Home	California, USA	BakersField	Summit Avenue
1378	Home	California, USA	Sacremento	Cedar Avenue
1379	Home	California, USA	BakersField	Main Street
1380	Home	California, USA	Los Angeles	Charles Street
1381	Home	California, USA	Los Angeles	Atlantic Avenue
1382	Home	California, USA	Los Angeles	White Street
1383	Home	California, USA	Oakland	Franklin Court
1384	Home	California, USA	San Diego	Hanover Court
1385	Home	California, USA	San Jose	White Street
1386	Home	California, USA	Oakland	Laurel Lane
1387	Home	California, USA	Long Beach	Franklin Avenue
1388	Home	California, USA	Long Beach	Laurel Lane
1389	Home	California, USA	Fresno	Arlington Avenue
1390	Home	California, USA	BakersField	Main Street
1391	Home	California, USA	Fresno	Andover Court
1392	Home	California, USA	Fresno	Clay Street
1393	Home	California, USA	Oakland	Franklin Court
1394	Home	California, USA	San Jose	Main Street
1395	Home	California, USA	Long Beach	Laurel Lane
1396	Home	California, USA	Oakland	Country Club Road
1397	Home	California, USA	Long Beach	Maiden Lane
1398	Home	California, USA	Fresno	Charles Street
1399	Home	California, USA	Sacremento	Devon Court
1400	Home	California, USA	Long Beach	Essex Court
1401	Home	California, USA	San Diego	Monroe Street
1402	Home	California, USA	San Jose	Maiden Lane
1403	Home	California, USA	Fresno	Willow Avenue
1404	Home	California, USA	San Diego	Briarwood Drive
1405	Home	California, USA	Los Angeles	Jefferson Avenue
1406	Home	California, USA	BakersField	White Street
1407	Home	California, USA	Los Angeles	Orchard Avenue
1408	Home	California, USA	Anaheim	White Street
1409	Home	California, USA	Long Beach	Linden Avenue
1410	Home	California, USA	Anaheim	Linden Avenue
1411	Home	California, USA	Los Angeles	Franklin Avenue
1412	Home	California, USA	San Francisco	Williams Street
1413	Home	California, USA	Sacremento	Cottage Street
1414	Home	California, USA	BakersField	Broad Street
1415	Home	California, USA	San Francisco	Fairway Drive
1416	Home	California, USA	San Francisco	Clay Street
1417	Home	California, USA	San Diego	Main Street
1418	Home	California, USA	Oakland	Monroe Street
1419	Home	California, USA	Fresno	Briarwood Drive
1420	Home	California, USA	Long Beach	Madison Avenue
1421	Home	California, USA	San Diego	Cottage Street
1422	Home	California, USA	Oakland	Cottage Street
1423	Home	California, USA	Long Beach	Linden Avenue
1424	Home	California, USA	Sacremento	Fairway Drive
1425	Home	California, USA	BakersField	Maiden Lane
1426	Home	California, USA	Sacremento	John Street
1427	Home	California, USA	BakersField	Madison Avenue
1428	Home	California, USA	Los Angeles	Orchard Avenue
1429	Home	California, USA	Los Angeles	Willow Avenue
1430	Home	California, USA	Los Angeles	Garfield Avenue
1431	Home	California, USA	Oakland	Highland Drive
1432	Home	California, USA	San Diego	Summit Avenue
1433	Home	California, USA	San Jose	Summit Avenue
1434	Home	California, USA	Oakland	Devon Court
1435	Home	California, USA	Long Beach	Heather Lane
1436	Home	California, USA	Long Beach	Warren Avenue
1437	Home	California, USA	Fresno	John Street
1438	Home	California, USA	BakersField	Country Club Road
1439	Home	California, USA	Fresno	Highland Drive
1440	Home	California, USA	Fresno	Madison Avenue
1441	Home	California, USA	Oakland	Madison Avenue
1442	Home	California, USA	San Jose	Willow Avenue
1443	Home	California, USA	Long Beach	Garfield Avenue
1444	Home	California, USA	Oakland	Cottage Street
1445	Home	California, USA	Long Beach	Hanover Court
1446	Home	California, USA	Fresno	Willow Avenue
1447	Home	California, USA	Sacremento	Summit Avenue
1448	Home	California, USA	Long Beach	Charles Street
1449	Home	California, USA	San Diego	Madison Avenue
1450	Home	California, USA	San Jose	Linden Avenue
1451	Home	California, USA	Fresno	Pleasant Street
1452	Home	California, USA	San Diego	Port Street
1453	Home	California, USA	Oakland	Rose Street
1454	Home	California, USA	Fresno	Franklin Court
1455	Home	California, USA	Long Beach	Williams Street
1456	Home	California, USA	San Diego	Garfield Avenue
1457	Home	California, USA	Oakland	River Street
1458	Home	California, USA	Long Beach	Orchard Avenue
1459	Home	California, USA	Sacremento	Main Street
1460	Home	California, USA	BakersField	Arlington Avenue
1461	Home	California, USA	San Diego	Highland Drive
1462	Home	California, USA	Los Angeles	Arlington Avenue
1463	Home	California, USA	BakersField	Ann Street
1464	Home	California, USA	Los Angeles	Essex Court
1465	Home	California, USA	Anaheim	Court Street
1466	Home	California, USA	Long Beach	Atlantic Avenue
1467	Home	California, USA	Anaheim	Cottage Street
1468	Home	California, USA	Los Angeles	Highland Drive
1469	Home	California, USA	San Francisco	Grand Avenue
1470	Home	California, USA	Sacremento	Willow Avenue
1471	Home	California, USA	BakersField	Atlantic Avenue
1472	Home	California, USA	San Francisco	Franklin Court
1473	Home	California, USA	San Francisco	Williams Street
1474	Home	California, USA	San Diego	Warren Avenue
1475	Home	California, USA	Oakland	Hanover Court
1476	Home	California, USA	Fresno	John Street
1477	Home	California, USA	Long Beach	Port Street
1478	Home	California, USA	San Diego	Pleasant Street
1479	Home	California, USA	Oakland	Franklin Avenue
1480	Home	California, USA	Long Beach	Grand Avenue
1481	Home	California, USA	Sacremento	Grand Avenue
1482	Home	California, USA	BakersField	Jefferson Avenue
1483	Home	California, USA	Sacremento	Front Street North
1484	Home	California, USA	BakersField	Devon Court
1485	Home	California, USA	Los Angeles	Windsor Drive
1486	Home	California, USA	Los Angeles	Fairway Drive
1487	Home	California, USA	Los Angeles	Laurel Lane
1488	Home	California, USA	Oakland	Cedar Avenue
1489	Home	California, USA	San Diego	Warren Avenue
1490	Home	California, USA	San Jose	Rose Street
1491	Home	California, USA	Oakland	Summit Avenue
1492	Home	California, USA	Long Beach	Linden Avenue
1493	Home	California, USA	Long Beach	Broad Street
1494	Home	California, USA	Fresno	Main Street
1495	Home	California, USA	BakersField	Summit Avenue
1496	Home	California, USA	Fresno	Woodland Drive
1497	Home	California, USA	Fresno	King Street
1498	Home	California, USA	Oakland	Country Club Road
1499	Home	California, USA	San Jose	Cottage Street
1500	Home	California, USA	Long Beach	Warren Avenue
1501	Home	California, USA	Oakland	Linden Avenue
1502	Home	California, USA	Long Beach	Orchard Avenue
1503	Home	California, USA	Fresno	Court Street
1504	Home	California, USA	Sacremento	Main Street
1505	Home	California, USA	Long Beach	Andover Court
1506	Home	California, USA	San Diego	White Street
1507	Home	California, USA	San Jose	Forest Street
1508	Home	California, USA	Fresno	Olive Street
1509	Home	California, USA	Los Angeles	Port Street
1510	Home	California, USA	San Francisco	John Street
1511	Home	California, USA	Sacremento	Madison Avenue
1512	Home	California, USA	BakersField	Madison Avenue
1513	Home	California, USA	San Francisco	Orchard Avenue
1514	Home	California, USA	San Francisco	Jefferson Avenue
1515	Home	California, USA	San Diego	Crescent Street
1516	Home	California, USA	Oakland	Forest Street
1517	Home	California, USA	Fresno	Summit Avenue
1518	Home	California, USA	Long Beach	Court Street
1519	Home	California, USA	San Diego	Rose Street
1520	Home	California, USA	Oakland	Willow Avenue
1521	Home	California, USA	Long Beach	Atlantic Avenue
1522	Home	California, USA	Sacremento	Pleasant Street
1523	Home	California, USA	BakersField	Crescent Street
1524	Home	California, USA	San Diego	Broad Street
1525	Home	California, USA	Los Angeles	Devon Court
1526	Home	California, USA	BakersField	Highland Drive
1527	Home	California, USA	Los Angeles	Charles Street
1528	Home	California, USA	Anaheim	Rose Street
1529	Home	California, USA	Long Beach	Briarwood Drive
1530	Home	California, USA	Anaheim	Heather Lane
1531	Home	California, USA	Los Angeles	Windsor Drive
1532	Home	California, USA	San Francisco	Port Street
1533	Home	California, USA	Sacremento	Monroe Street
1534	Home	California, USA	BakersField	Clay Street
1535	Home	California, USA	San Francisco	Willow Avenue
1536	Home	California, USA	San Francisco	Clay Street
1537	Home	California, USA	San Diego	Orchard Avenue
1538	Home	California, USA	Oakland	Charles Street
1539	Home	California, USA	Fresno	Charles Street
1540	Home	California, USA	Long Beach	Essex Court
1541	Home	California, USA	San Diego	Summit Avenue
1542	Home	California, USA	Oakland	John Street
1543	Home	California, USA	Long Beach	Devon Court
1544	Home	California, USA	Sacremento	River Street
1545	Home	California, USA	BakersField	Devon Court
1546	Home	California, USA	Sacremento	Willow Avenue
1547	Home	California, USA	BakersField	Laurel Drive
1548	Home	California, USA	Los Angeles	Charles Street
1549	Home	California, USA	Los Angeles	Laurel Lane
1550	Home	California, USA	Los Angeles	Arlington Avenue
1551	Home	California, USA	Oakland	Atlantic Avenue
1552	Home	California, USA	San Diego	Warren Avenue
1553	Home	California, USA	San Jose	Williams Street
1554	Home	California, USA	Oakland	Highland Drive
1555	Home	California, USA	Long Beach	Briarwood Drive
1556	Home	California, USA	Long Beach	Maiden Lane
1557	Home	California, USA	Fresno	Ann Street
1558	Home	California, USA	BakersField	King Street
1559	Home	California, USA	Fresno	Franklin Avenue
1560	Home	California, USA	Fresno	Main Street
1561	Home	California, USA	Oakland	Grand Avenue
1562	Home	California, USA	San Jose	Cedar Avenue
1563	Home	California, USA	Long Beach	Windsor Drive
1564	Home	California, USA	Oakland	Grand Avenue
1565	Home	California, USA	Long Beach	Broad Street
1566	Home	California, USA	Fresno	Linden Avenue
1567	Home	California, USA	Sacremento	River Street
1568	Home	California, USA	Long Beach	Arlington Avenue
1569	Home	California, USA	San Diego	Orchard Avenue
1570	Home	California, USA	San Jose	Maiden Lane
1571	Home	California, USA	Fresno	Jefferson Avenue
1572	Home	California, USA	Anaheim	Highland Drive
1573	Home	California, USA	Los Angeles	King Street
1574	Home	California, USA	San Francisco	Cedar Lane
1575	Home	California, USA	Sacremento	Port Street
1576	Home	California, USA	BakersField	Arlington Avenue
1577	Home	California, USA	San Francisco	Cedar Lane
1578	Home	California, USA	San Francisco	Rose Street
1579	Home	California, USA	San Diego	Linden Avenue
1580	Home	California, USA	Oakland	Andover Court
1581	Home	California, USA	Fresno	Cedar Lane
1582	Home	California, USA	Long Beach	Hanover Court
1583	Home	California, USA	San Diego	Cottage Street
1584	Home	California, USA	Oakland	King Street
1585	Home	California, USA	Long Beach	Crescent Street
1586	Home	California, USA	Sacremento	Devon Court
1587	Home	California, USA	BakersField	Laurel Drive
1588	Home	California, USA	San Diego	Maiden Lane
1589	Home	California, USA	Los Angeles	Heather Lane
1590	Home	California, USA	BakersField	White Street
1591	Home	California, USA	Los Angeles	Clay Street
1592	Home	California, USA	Anaheim	Crescent Street
1593	Home	California, USA	Long Beach	Cedar Lane
1594	Home	California, USA	Anaheim	Monroe Street
1595	Home	California, USA	Los Angeles	Highland Drive
1596	Home	California, USA	San Francisco	Franklin Avenue
1597	Home	California, USA	Sacremento	Jefferson Avenue
1598	Home	California, USA	BakersField	King Street
1599	Home	California, USA	San Francisco	Windsor Drive
1600	Home	California, USA	San Francisco	River Street
1601	Home	California, USA	San Diego	Briarwood Drive
1602	Home	California, USA	Oakland	Broad Street
1603	Home	California, USA	Fresno	Clay Street
1604	Home	California, USA	Long Beach	Andover Court
1605	Home	California, USA	San Diego	Devon Court
1606	Home	California, USA	Oakland	Main Street
1607	Home	California, USA	Long Beach	Highland Drive
